Name,Types,Abilities,Height,Weight,Base Experience,Flavor Text
brionne,water,"torrent, liquid-voice",6,175,147,"A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies."
primarina,"water, fairy","torrent, liquid-voice",18,440,265,It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.
pikipek,"normal, flying","keen-eye, skill-link, pickup",3,12,53,It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.
trumbeak,"normal, flying","keen-eye, skill-link, pickup",6,148,124,"It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst."
toucannon,"normal, flying","keen-eye, skill-link, sheer-force",11,260,218,"When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits."
yungoos,normal,"stakeout, strong-jaw, adaptability",4,60,51,"With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region."
gumshoos,normal,"stakeout, strong-jaw, adaptability",7,142,146,"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall."
grubbin,bug,swarm,4,44,60,Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.
charjabug,"bug, electric",battery,5,105,140,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around."
vikavolt,"bug, electric",levitate,15,450,250,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies."
crabrawler,fighting,"hyper-cutter, iron-fist, anger-point",6,70,68,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints."
crabominable,"fighting, ice","hyper-cutter, iron-fist, anger-point",17,1800,167,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur."
oricorio-baile,"fire, flying",dancer,6,34,167,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames."
cutiefly,"bug, fairy","honey-gather, shield-dust, sweet-veil",1,2,61,"It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom."
ribombee,"bug, fairy","honey-gather, shield-dust, sweet-veil",2,5,162,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle."
rockruff,rock,"keen-eye, vital-spirit, steadfast",5,92,56,"It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up."
lycanroc-midday,rock,"keen-eye, sand-rush, steadfast",8,250,170,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons."
wishiwashi-solo,water,schooling,2,3,61,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies."
mareanie,"poison, water","merciless, limber, regenerator",4,80,61,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles."
toxapex,"poison, water","merciless, limber, regenerator",7,145,173,Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.
mudbray,ground,"own-tempo, stamina, inner-focus",10,1100,77,The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait.
mudsdale,ground,"own-tempo, stamina, inner-focus",25,9200,175,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it."
dewpider,"water, bug","water-bubble, water-absorb",3,40,54,It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.
araquanid,"water, bug","water-bubble, water-absorb",18,820,159,"It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown."
fomantis,grass,"leaf-guard, contrary",3,15,50,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep."
lurantis,grass,"leaf-guard, contrary",9,185,168,"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby."
morelull,"grass, fairy","illuminate, effect-spore, rain-dish",2,15,57,It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.
shiinotic,"grass, fairy","illuminate, effect-spore, rain-dish",10,115,142,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.
salandit,"poison, fire","corrosion, oblivious",6,48,64,"It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them."
salazzle,"poison, fire","corrosion, oblivious",12,222,168,"For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with."
stufful,"normal, fighting","fluffy, klutz, cute-charm",5,68,68,"Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling."
bewear,"normal, fighting","fluffy, klutz, unnerve",21,1350,175,This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.
bounsweet,grass,"leaf-guard, oblivious, sweet-veil",3,32,42,A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.
steenee,grass,"leaf-guard, oblivious, sweet-veil",7,82,102,"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine."
tsareena,grass,"leaf-guard, queenly-majesty, sweet-veil",12,214,255,"Its long, striking legs aren’t just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously."
comfey,fairy,"flower-veil, triage, natural-cure",1,3,170,"It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent."
oranguru,"normal, psychic","inner-focus, telepathy, symbiosis",15,760,172,"Known for its extreme intelligence, this Pokémon will look down on inexperienced Trainers, so it’s best suited to veteran Trainers."
passimian,fighting,"receiver, defiant",20,828,172,They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.
wimpod,"bug, water",wimp-out,5,120,46,"This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake."
golisopod,"bug, water",emergency-exit,20,1080,186,"With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two."
sandygast,"ghost, ground","water-compaction, sand-veil",5,700,64,"Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed."
palossand,"ghost, ground","water-compaction, sand-veil",13,2500,168,"Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger."
pyukumuku,water,"innards-out, unaware",3,12,144,"It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up."
type-null,normal,battle-armor,19,1205,107,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.
silvally,normal,rks-system,23,1005,285,"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle."
minior-red-meteor,"rock, flying",shields-down,3,400,154,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy."
komala,normal,comatose,4,199,168,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams."
turtonator,"fire, dragon",shell-armor,20,2120,170,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.
togedemaru,"electric, steel","iron-barbs, lightning-rod, sturdy",3,33,152,"The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers."
mimikyu-disguised,"ghost, fairy",disguise,2,7,167,Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock.
bruxish,"water, psychic","dazzling, strong-jaw, wonder-skin",9,190,166,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area."
drampa,"normal, dragon","berserk, sap-sipper, cloud-nine",30,1850,170,"It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath."
dhelmise,"ghost, grass",steelworker,39,2100,181,"Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body."
jangmo-o,dragon,"bulletproof, soundproof, overcoat",6,297,60,It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.
hakamo-o,"dragon, fighting","bulletproof, soundproof, overcoat",12,470,147,It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.
